across_flats,availability,category,condition,description,diameter,finish,grade,heat_treatment,height,leg1,leg2,length,material,minimum_order,outer_diameter,part_number,side,specifications,supplier,temper,thickness,unit_price,units,wall_thickness,weight_per_unit,width
,323,Foil,,"Alloy Steel A572 Foil, 30.9"" wide x 0.0087"" thick x 5902.0 feet",,,A572,Normalized,,,,5902.0,Alloy Steel A572,25,,AS-A572-FL-366,,,SteelTech Solutions,,0.0087,46507.44,feet,,5395.54,30.9
,903,Sheet,,"Alloy Steel A36 Sheet, 101.27"" x 84.5"" x 0.439"" thick",,,A36,Tempered,,,,101.27,Alloy Steel A36,25,,AS-A36-SH-101x84x0439,,,PrecisionMetal Co,,0.439,2374.83,inches,,1064.58,84.5
,128,Bar Round,Cold Worked,"Nickel Alloy Inconel 625 Round Bar, 11.107"" diameter x 107.7"" length",11.107,,Inconel 625,,,,,107.7,Nickel Alloy Inconel 625,25,,NI-Inconel 625-BR-D11107x108,,,AlloyMasters Corp,,,325686.27,inches,,3164.36,
,865,Wire,,"Stainless Steel 420 Wire, 0.299"" diameter x 1946.0 feet",0.299,Mill,420,,,,,1946.0,Stainless Steel 420,1,,SS-420-WR-374,,,MetalWarehouse Co,,,4403.81,feet,,473.54,
,524,Bar Round,As Cast,"Bronze C220 Round Bar, 3.088"" diameter x 43.7"" length",3.088,,C220,,,,,43.7,Bronze C220,1,,BZ-C220-BR-D3088x44,,,SteelSolutions Pro,,,883.77,inches,,103.97,
,820,Beam I,,Copper 101 Beam I,,,101,,,,,,Copper 101,100,,CU-101-BM-717,,,MetalWarehouse Co,Soft,,42.7,inches,,3.23,
,652,Bar Round,,"Copper 195 Round Bar, 5.696"" diameter x 16.2"" length",5.696,,195,,,,,16.2,Copper 195,50,,CU-195-BR-D5696x16,,,MetalDepot Supply,Soft,,1507.43,inches,,133.52,
,109,Beam I,,Carbon Steel 1045 Beam I,,Cold Rolled,1045,,,,,,Carbon Steel 1045,1,,CS-1045-BM-443,,,MetalMart Industries,,,4.37,inches,,2.83,
,480,Angle,,"Alloy Steel 4340 Angle, 6.115"" x 3.641"" x 0.49"" thick",,,4340,Annealed,,6.115,3.641,201.6,Alloy Steel 4340,25,,AS-4340-AN-969,,,SteelMasters Ltd,,0.49,842.32,inches,,259.39,
,935,Wire,Solution Treated,"Titanium Grade 9 Wire, 0.0928"" diameter x 3779.0 feet",0.0928,,Grade 9,,,,,3779.0,Titanium Grade 9,100,,TI-Grade 9-WR-690,,,MetalDepot Supply,,,3852.35,feet,,49.83,
,412,Foil,Annealed,"Titanium Grade 9 Foil, 15.2"" wide x 0.0047"" thick x 1254.0 feet",,,Grade 9,,,,,1254.0,Titanium Grade 9,10,,TI-Grade 9-FL-682,,,MetalMart Industries,,0.0047,33611.22,feet,,174.64,15.2
,609,Tube Square,,"Carbon Steel 1018 Tube Square, 7.435"" x 7.435"" x 0.075"" wall",,Zinc Plated,1018,,7.435,,,118.3,Carbon Steel 1018,25,,CS-1018-TS-7435x7435x0075,,,TitaniumPro Inc,,,212.83,inches,0.075,74.02,7.435
,292,Bar Rectangular,Aged,"Titanium Grade 5 Rectangular Bar, 6.218"" x 1.834"" x 70.2"" length",,,Grade 5,,1.834,,,70.2,Titanium Grade 5,1,,TI-Grade 5-BX-6218x1834x70,,,AlloyMasters Corp,,,5493.54,inches,,130.05,6.218
,149,Channel,,Aluminum 1100 Channel,,Mill,1100,,,,,,Aluminum 1100,1,,AL-1100-CH-151,,,MetalSupply Direct,H14,,2.99,inches,,0.97,
,248,Angle,,"Carbon Steel 1018 Angle, 7.82"" x 1.942"" x 0.278"" thick",,Pickled,1018,,,7.82,1.942,18.9,Carbon Steel 1018,1,,CS-1018-AN-297,,,IndustrialMetals Inc,,0.278,30.34,inches,,14.12,
,402,Plate,,"Carbon Steel 1010 Plate, 39.53"" x 89.9"" x 6.499"" thick",,Cold Rolled,1010,,,,,39.53,Carbon Steel 1010,5,,CS-1010-PL-40x90x6499,,,MetalMart Industries,,6.499,10683.44,inches,,6545.0,89.9
,168,Bar Rectangular,,"Brass C240 Rectangular Bar, 4.589"" x 3.747"" x 170.9"" length",,,C240,,3.747,,,170.9,Brass C240,5,,BR-C240-BX-4589x3747x171,,,AlloySupply Corp,H04,,7947.59,inches,,901.72,4.589
,143,Foil,Tempered,"Tool Steel H13 Foil, 17.3"" wide x 0.0055"" thick x 9498.0 feet",,,H13,,,,,9498.0,Tool Steel H13,1,,TS-H13-FL-372,,,AluminumDirect,,0.0055,255519.18,feet,,3053.68,17.3
,304,Channel,,Stainless Steel 410 Channel,,Brushed,410,,,,,,Stainless Steel 410,1,,SS-410-CH-110,,,AlloyExperts Inc,,,19.93,inches,,2.89,
,399,Bar Round,,"Stainless Steel 304 Round Bar, 5.237"" diameter x 132.2"" length",5.237,No. 4,304,,,,,132.2,Stainless Steel 304,1,,SS-304-BR-D5237x132,,,TitaniumPro Inc,,,4107.83,inches,,822.4,
,236,Tube Rectangular,As Cast,"Bronze C220 Tube Rectangular, 7.612"" x 4.227"" x 0.169"" wall",,,C220,,4.227,,,162.6,Bronze C220,10,,BZ-C220-TX-7612x4227x0169,,,AlumTech Solutions,,,3340.94,inches,0.169,200.8,7.612
1.841,607,Bar Hex,,"Alloy Steel A572 Hexagonal Bar, 1.841"" across flats x 29.2"" length",,,A572,Normalized,,,,29.2,Alloy Steel A572,5,,AS-A572-BH-HEX1841x29,,,MetalMart Industries,,,189.57,inches,,72.86,
,110,Tube Rectangular,,"Aluminum 7050 Tube Rectangular, 4.879"" x 5.313"" x 0.335"" wall",,Clad,7050,,5.313,,,58.0,Aluminum 7050,50,,AL-7050-TX-4879x5313x0335,,,TitaniumPro Inc,H14,,138.02,inches,0.335,36.07,4.879
,486,Plate,,"Aluminum 5052 Plate, 230.58"" x 50.67"" x 11.743"" thick",,Anodized,5052,,,,,230.58,Aluminum 5052,1,,AL-5052-PL-231x51x11743,,,MetalSource Pro,H32,11.743,30449.4,inches,,13372.81,50.67
,521,Tube Rectangular,,"Aluminum 6063 Tube Rectangular, 4.643"" x 0.864"" x 0.205"" wall",,Powder Coated,6063,,0.864,,,64.3,Aluminum 6063,10,,AL-6063-TX-4643x0864x0205,,,MetalWarehouse Co,H14,,44.89,inches,0.205,13.1,4.643
,114,Plate,Annealed,"Titanium Grade 9 Plate, 61.93"" x 74.65"" x 1.588"" thick",,,Grade 9,,,,,61.93,Titanium Grade 9,10,,TI-Grade 9-PL-62x75x1588,,,AluminumDirect,,1.588,62326.82,inches,,1192.62,74.65
,174,Plate,,"Alloy Steel 4140 Plate, 154.13"" x 51.7"" x 2.164"" thick",,,4140,Stress Relieved,,,,154.13,Alloy Steel 4140,10,,AS-4140-PL-154x52x2164,,,SteelMasters Ltd,,2.164,10935.61,inches,,4886.66,51.7
,706,Tube Square,Solution Annealed,"Nickel Alloy Inconel 718 Tube Square, 2.376"" x 2.376"" x 0.321"" wall",,,Inconel 718,,2.376,,,219.2,Nickel Alloy Inconel 718,10,,NI-Inconel 718-TS-2376x2376x0321,,,SteelMasters Ltd,,,17795.95,inches,0.321,175.39,2.376
,748,Sheet,,"Stainless Steel 17-4PH Sheet, 95.47"" x 64.44"" x 1.072"" thick",,2B,17-4PH,,,,,95.47,Stainless Steel 17-4PH,100,,SS-17-4PH-SH-95x64x1072,,,MetalDistributors LLC,,1.072,7110.41,inches,,1904.65,64.44
,938,Channel,Annealed,Titanium Grade 1 Channel,,,Grade 1,,,,,,Titanium Grade 1,1,,TI-Grade 1-CH-957,,,MetalSource Pro,,,83.97,inches,,1.62,
,967,Wire,,"Alloy Steel 4140 Wire, 0.2823"" diameter x 1092.0 feet",0.2823,,4140,Stress Relieved,,,,1092.0,Alloy Steel 4140,25,,AS-4140-WR-125,,,MetalDepot Supply,,,1144.56,feet,,232.43,
,174,Tube Rectangular,,"Stainless Steel 17-4PH Tube Rectangular, 7.065"" x 4.222"" x 0.221"" wall",,2B,17-4PH,,4.222,,,174.2,Stainless Steel 17-4PH,5,,SS-17-4PH-TX-7065x4222x0221,,,SteelWorks Express,,,1578.83,inches,0.221,241.16,7.065
,738,Bar Square,,"Aluminum 3003 Square Bar, 7.963"" x 50.9"" length",,Mill,3003,,,,,50.9,Aluminum 3003,1,,AL-3003-BS-7963x51,7.963,,AluminumDirect,T6,,883.34,inches,,314.59,
,950,Bar Round,,"Alloy Steel 8620 Round Bar, 9.169"" diameter x 218.3"" length",9.169,,8620,Quenched,,,,218.3,Alloy Steel 8620,5,,AS-8620-BR-D9169x218,,,BrassWorks LLC,,,9014.38,inches,,4084.74,
,706,Sheet,Tempered,"Tool Steel A2 Sheet, 140.92"" x 57.57"" x 0.89"" thick",,,A2,,,,,140.92,Tool Steel A2,10,,TS-A2-SH-141x58x0890,,,IndustrialMetals Inc,,0.89,35442.02,inches,,2033.11,57.57
,89,Channel,,Carbon Steel 1018 Channel,,Cold Rolled,1018,,,,,,Carbon Steel 1018,1,,CS-1018-CH-446,,,IndustrialMetals Inc,,,7.57,inches,,2.83,
,363,Tube Square,Aged,"Nickel Alloy Inconel 625 Tube Square, 1.835"" x 1.835"" x 0.358"" wall",,,Inconel 625,,1.835,,,191.1,Nickel Alloy Inconel 625,10,,NI-Inconel 625-TS-1835x1835x0358,,,AluminumDirect,,,17309.67,inches,0.358,122.57,1.835
,471,Bar Rectangular,Hardened,"Tool Steel M2 Rectangular Bar, 6.64"" x 0.873"" x 155.3"" length",,,M2,,0.873,,,155.3,Tool Steel M2,100,,TS-M2-BX-6640x0873x155,,,MetalDistributors LLC,,,7328.95,inches,,253.49,6.64
,470,Bar Rectangular,,"Stainless Steel 347 Rectangular Bar, 7.413"" x 0.653"" x 17.4"" length",,Mill,347,,0.653,,,17.4,Stainless Steel 347,100,,SS-347-BX-7413x0653x17,,,MetalDepot Supply,,,115.94,inches,,24.33,7.413
,974,Channel,Aged,Titanium Grade 12 Channel,,,Grade 12,,,,,,Titanium Grade 12,25,,TI-Grade 12-CH-683,,,AlloyExperts Inc,,,102.25,inches,,1.62,
,124,Bar Square,Annealed,"Tool Steel D2 Square Bar, 1.779"" x 173.8"" length",,,D2,,,,,173.8,Tool Steel D2,25,,TS-D2-BS-1779x174,1.779,,CopperSource Ltd,,,5279.92,inches,,154.88,
,985,Bar Rectangular,,"Brass C230 Rectangular Bar, 6.867"" x 0.698"" x 48.2"" length",,,C230,,0.698,,,48.2,Brass C230,50,,BR-C230-BX-6867x0698x48,,,SteelConnection,H04,,723.18,inches,,70.89,6.867
,968,Tube Rectangular,,"Brass C464 Tube Rectangular, 6.562"" x 3.072"" x 0.221"" wall",,,C464,,3.072,,,201.1,Brass C464,50,,BR-C464-TX-6562x3072x0221,,,AlloyMasters Corp,O50,,3565.53,inches,0.221,250.71,6.562
,640,Angle,Hardened,"Tool Steel A2 Angle, 5.202"" x 5.855"" x 0.709"" thick",,,A2,,,5.202,5.855,142.6,Tool Steel A2,50,,TS-A2-AN-810,,,AlloyMasters Corp,,0.709,10806.42,inches,,294.59,
,793,Beam I,,Brass C260 Beam I,,,C260,,,,,,Brass C260,10,,BR-C260-BM-512,,,IndustrialMetals Inc,H04,,24.01,inches,,3.07,
,224,Tube Square,Solution Annealed,"Nickel Alloy Hastelloy C276 Tube Square, 6.034"" x 6.034"" x 0.279"" wall",,,Hastelloy C276,,6.034,,,203.3,Nickel Alloy Hastelloy C276,5,,NI-Hastelloy C276-TS-6034x6034x0279,,,SteelConnection,,,61045.32,inches,0.279,395.94,6.034
,533,Bar Square,,"Aluminum 5052 Square Bar, 2.068"" x 16.1"" length",,Anodized,5052,,,,,16.1,Aluminum 5052,1,,AL-5052-BS-2068x16,2.068,,IndustrialMetals Inc,O,,22.81,inches,,6.71,
,665,Wire,Tempered,"Tool Steel M2 Wire, 0.3438"" diameter x 2800.0 feet",0.3438,,M2,,,,,2800.0,Tool Steel M2,100,,TS-M2-WR-532,,,AlloyExperts Inc,,,32945.46,feet,,878.3,
0.385,384,Bar Hex,,"Stainless Steel 420 Hexagonal Bar, 0.385"" across flats x 75.1"" length",,No. 8,420,,,,,75.1,Stainless Steel 420,25,,SS-420-BH-HEX0385x75,,,PremiumSteel Inc,,,53.42,inches,,8.35,
,395,Bar Rectangular,Tempered,"Tool Steel W1 Rectangular Bar, 7.721"" x 2.481"" x 222.8"" length",,,W1,,2.481,,,222.8,Tool Steel W1,100,,TS-W1-BX-7721x2481x223,,,MetalCraft Supply,,,28628.52,inches,,1201.76,7.721
,156,Channel,Annealed,Tool Steel S7 Channel,,,S7,,,,,,Tool Steel S7,25,,TS-S7-CH-706,,,AlloyMasters Corp,,,76.71,inches,,2.82,
,203,Bar Rectangular,Tempered,"Tool Steel O1 Rectangular Bar, 4.98"" x 3.199"" x 48.5"" length",,,O1,,3.199,,,48.5,Tool Steel O1,10,,TS-O1-BX-4980x3199x48,,,SteelMasters Ltd,,,6663.29,inches,,217.56,4.98
,86,Channel,,Aluminum 5052 Channel,,Clad,5052,,,,,,Aluminum 5052,1,,AL-5052-CH-503,,,AlloySupply Corp,O,,3.96,inches,,0.97,
,505,Bar Rectangular,,"Brass C360 Rectangular Bar, 4.509"" x 2.095"" x 134.1"" length",,,C360,,2.095,,,134.1,Brass C360,1,,BR-C360-BX-4509x2095x134,,,MetalSource Pro,H01,,3729.64,inches,,388.7,4.509
,567,Bar Square,Aged,"Nickel Alloy Inconel 625 Square Bar, 1.486"" x 138.9"" length",,,Inconel 625,,,,,138.9,Nickel Alloy Inconel 625,1,,NI-Inconel 625-BS-1486x139,1.486,,SteelWorks Express,,,10186.56,inches,,93.01,
,139,Plate,,"Brass C360 Plate, 176.38"" x 50.28"" x 8.969"" thick",,,C360,,,,,176.38,Brass C360,1,,BR-C360-PL-176x50x8969,,,AlloyMasters Corp,O60,8.969,217634.67,inches,,24407.02,50.28
,455,Tube Rectangular,,"Copper 195 Tube Rectangular, 2.427"" x 4.055"" x 0.343"" wall",,,195,,4.055,,,217.7,Copper 195,1,,CU-195-TX-2427x4055x0343,,,PrecisionMetal Co,Spring,,5449.93,inches,0.343,279.98,2.427
,725,Wire,Cold Worked,"Nickel Alloy Hastelloy C276 Wire, 0.026"" diameter x 7679.0 feet",0.026,,Hastelloy C276,,,,,7679.0,Nickel Alloy Hastelloy C276,50,,NI-Hastelloy C276-WR-611,,,SteelCorp Supply,,,2370.96,feet,,14.84,
,502,Beam I,,Carbon Steel 4130 Beam I,,Hot Rolled,4130,,,,,,Carbon Steel 4130,25,,CS-4130-BM-888,,,MetalSource Pro,,,4.58,inches,,2.83,
,940,Plate,,"Stainless Steel 420 Plate, 236.16"" x 29.69"" x 1.037"" thick",,Polished,420,,,,,236.16,Stainless Steel 420,50,,SS-420-PL-236x30x1037,,,MetalWarehouse Co,,1.037,10503.35,inches,,2099.87,29.69
,715,Sheet,,"Stainless Steel 304 Sheet, 12.64"" x 87.61"" x 0.444"" thick",,Mill,304,,,,,12.64,Stainless Steel 304,1,,SS-304-SH-13x88x0444,,,MetalWarehouse Co,,0.444,611.44,inches,,142.0,87.61
,990,Beam I,,Aluminum 6061 Beam I,,Painted,6061,,,,,,Aluminum 6061,5,,AL-6061-BM-350,,,IndustrialMetals Inc,T6,,2.53,inches,,0.97,
,629,Channel,Hardened,Tool Steel A2 Channel,,,A2,,,,,,Tool Steel A2,1,,TS-A2-CH-671,,,MetalDepot Supply,,,100.21,inches,,2.82,
,342,Tube Square,Solution Annealed,"Nickel Alloy Monel 400 Tube Square, 6.864"" x 6.864"" x 0.277"" wall",,,Monel 400,,6.864,,,80.3,Nickel Alloy Monel 400,10,,NI-Monel 400-TS-6864x6864x0277,,,PrecisionMetal Co,,,19486.11,inches,0.277,177.72,6.864
,885,Beam I,,Brass C240 Beam I,,,C240,,,,,,Brass C240,10,,BR-C240-BM-249,,,AlloySupply Corp,O50,,29.21,inches,,3.07,
,994,Bar Rectangular,,"Carbon Steel 1020 Rectangular Bar, 3.069"" x 1.372"" x 208.2"" length",,Zinc Plated,1020,,1.372,,,208.2,Carbon Steel 1020,50,,CS-1020-BX-3069x1372x208,,,MetalTech Industries,,,398.28,inches,,248.43,3.069
,625,Sheet,,"Brass C230 Sheet, 46.65"" x 19.31"" x 1.457"" thick",,,C230,,,,,46.65,Brass C230,100,,BR-C230-SH-47x19x1457,,,MetalSupply Direct,H02,1.457,2346.02,inches,,402.74,19.31
5.217,667,Bar Hex,,"Carbon Steel 1018 Hexagonal Bar, 5.217"" across flats x 18.3"" length",,Galvanized,1018,,,,,18.3,Carbon Steel 1018,5,,CS-1018-BH-HEX5217x18,,,MetalCrafters Inc,,,733.78,inches,,366.7,
,244,Angle,Cold Worked,"Nickel Alloy Inconel 625 Angle, 2.29"" x 7.375"" x 0.831"" thick",,,Inconel 625,,,2.29,7.375,150.8,Nickel Alloy Inconel 625,1,,NI-Inconel 625-AN-453,,,MetalSupply Direct,,0.831,39093.83,inches,,335.7,
,644,Tube Square,,"Alloy Steel 4340 Tube Square, 6.709"" x 6.709"" x 0.19"" wall",,,4340,Stress Relieved,6.709,,,105.6,Alloy Steel 4340,50,,AS-4340-TS-6709x6709x0190,,,PrecisionMetal Co,,,639.85,inches,0.19,148.26,6.709
,266,Beam I,,Stainless Steel 321 Beam I,,Mill,321,,,,,,Stainless Steel 321,1,,SS-321-BM-219,,,MetalMart Industries,,,15.21,inches,,2.89,
,888,Beam I,,Alloy Steel 4140 Beam I,,,4140,Normalized,,,,,Alloy Steel 4140,1,,AS-4140-BM-273,,,AlumTech Solutions,,,7.26,inches,,2.83,
,275,Channel,,Copper 101 Channel,,,101,,,,,,Copper 101,5,,CU-101-CH-402,,,MetalSource Pro,Hard,,48.43,inches,,3.23,
,113,Angle,,"Brass C240 Angle, 6.299"" x 2.744"" x 0.535"" thick",,,C240,,,6.299,2.744,56.1,Brass C240,1,,BR-C240-AN-263,,,AlloySupply Corp,H01,0.535,844.42,inches,,78.36,
,934,Foil,As Cast,"Bronze C630 Foil, 45.7"" wide x 0.0022"" thick x 9216.0 feet",,,C630,,,,,9216.0,Bronze C630,10,,BZ-C630-FL-698,,,SpecialtyAlloys Ltd,,0.0022,153473.47,feet,,3532.26,45.7
,196,Foil,Hardened,"Tool Steel M2 Foil, 46.8"" wide x 0.0032"" thick x 3868.0 feet",,,M2,,,,,3868.0,Tool Steel M2,1,,TS-M2-FL-882,,,MetalCrafters Inc,,0.0032,166009.95,feet,,1957.34,46.8
,698,Wire,,"Carbon Steel 1018 Wire, 0.4401"" diameter x 8606.0 feet",0.4401,Cold Rolled,1018,,,,,8606.0,Carbon Steel 1018,25,,CS-1018-WR-696,,,MetalMart Industries,,,12834.17,feet,,4451.96,
,706,Channel,,Alloy Steel 4140 Channel,,,4140,Stress Relieved,,,,,Alloy Steel 4140,100,,AS-4140-CH-565,,,SteelSolutions Pro,,,7.08,inches,,2.83,
,893,Bar Square,Solution Annealed,"Nickel Alloy Inconel 600 Square Bar, 4.784"" x 132.4"" length",,,Inconel 600,,,,,132.4,Nickel Alloy Inconel 600,1,,NI-Inconel 600-BS-4784x132,4.784,,MetalDepot Supply,,,73326.01,inches,,918.88,
1.432,415,Bar Hex,,"Copper 110 Hexagonal Bar, 1.432"" across flats x 43.4"" length",,,110,,,,,43.4,Copper 110,10,,CU-110-BH-HEX1432x43,,,SpecialtyAlloys Ltd,Half Hard,,1514.27,inches,,74.79,
,406,Bar Round,Heat Treated,"Bronze C510 Round Bar, 6.057"" diameter x 150.3"" length",6.057,,C510,,,,,150.3,Bronze C510,1,,BZ-C510-BR-D6057x150,,,BrassWorks LLC,,,16776.95,inches,,1375.79,
,845,Plate,Hardened,"Tool Steel W1 Plate, 83.77"" x 73.85"" x 2.818"" thick",,,W1,,,,,83.77,Tool Steel W1,25,,TS-W1-PL-84x74x2818,,,PrecisionMetal Co,,2.818,113502.64,inches,,4908.87,73.85
,417,Angle,Annealed,"Titanium Grade 12 Angle, 3.95"" x 0.672"" x 0.358"" thick",,,Grade 12,,,3.95,0.672,215.6,Titanium Grade 12,1,,TI-Grade 12-AN-949,,,TitaniumPro Inc,,0.358,2981.67,inches,,53.46,
,286,Tube Round,,"Brass C230 Round Tube, 7.59"" OD x 0.942"" wall x 159.9"" length",,,C230,,,,,159.9,Brass C230,1,7.59,BR-C230-TR-OD7590x0942x160,,,AlloySupply Corp,O50,,13436.45,inches,0.942,965.31,
,902,Bar Square,Heat Treated,"Bronze C954 Square Bar, 4.846"" x 32.1"" length",,,C954,,,,,32.1,Bronze C954,50,,BZ-C954-BS-4846x32,4.846,,BrassWorks LLC,,,2550.09,inches,,239.48,
,382,Tube Square,Cold Worked,"Nickel Alloy Inconel 600 Tube Square, 4.096"" x 4.096"" x 0.245"" wall",,,Inconel 600,,4.096,,,51.6,Nickel Alloy Inconel 600,5,,NI-Inconel 600-TS-4096x4096x0245,,,MetalDepot Supply,,,5987.64,inches,0.245,59.05,4.096
,265,Bar Square,,"Stainless Steel 347 Square Bar, 2.018"" x 157.6"" length",,Polished,347,,,,,157.6,Stainless Steel 347,100,,SS-347-BS-2018x158,2.018,,MetalWarehouse Co,,,1028.12,inches,,185.35,
,592,Angle,,"Brass C230 Angle, 5.886"" x 5.526"" x 0.285"" thick",,,C230,,,5.886,5.526,218.7,Brass C230,25,,BR-C230-AN-747,,,MetalSupply Direct,H04,0.285,1678.34,inches,,212.81,
,788,Tube Square,Hardened,"Tool Steel W1 Tube Square, 0.9"" x 0.9"" x 0.344"" wall",,,W1,,0.9,,,97.8,Tool Steel W1,100,,TS-W1-TS-0900x0900x0344,,,AlumTech Solutions,,,981.36,inches,0.344,21.07,0.9
,248,Foil,,"Aluminum 7050 Foil, 8.1"" wide x 0.0007"" thick x 3041.0 feet",,Painted,7050,,,,,3041.0,Aluminum 7050,10,,AL-7050-FL-115,,,MetalDepot Supply,T651,0.0007,182.53,feet,,20.17,8.1
,817,Tube Round,Aged,"Nickel Alloy Inconel 625 Round Tube, 11.33"" OD x 0.984"" wall x 101.4"" length",,,Inconel 625,,,,,101.4,Nickel Alloy Inconel 625,25,11.33,NI-Inconel 625-TR-OD11330x0984x101,,,CopperSource Ltd,,,120439.39,inches,0.984,983.43,
,600,Tube Round,Annealed,"Tool Steel W1 Round Tube, 5.625"" OD x 0.327"" wall x 160.5"" length",,,W1,,,,,160.5,Tool Steel W1,25,5.625,TS-W1-TR-OD5625x0327x160,,,SteelSolutions Pro,,,8471.28,inches,0.327,245.97,
,286,Bar Round,Work Hardened,"Bronze C220 Round Bar, 1.492"" diameter x 97.8"" length",1.492,,C220,,,,,97.8,Bronze C220,50,,BZ-C220-BR-D1492x98,,,BrassWorks LLC,,,556.24,inches,,54.32,
,417,Wire,,"Aluminum 3003 Wire, 0.2715"" diameter x 478.0 feet",0.2715,Powder Coated,3003,,,,,478.0,Aluminum 3003,25,,AL-3003-WR-475,,,SteelMasters Ltd,H18,,160.81,feet,,32.37,
,308,Angle,Heat Treated,"Bronze C630 Angle, 6.292"" x 0.669"" x 0.385"" thick",,,C630,,,6.292,0.669,234.2,Bronze C630,5,,BZ-C630-AN-256,,,MetalSource Pro,,0.385,2747.29,inches,,188.36,
,808,Sheet,,"Copper 110 Sheet, 117.63"" x 88.96"" x 1.478"" thick",,,110,,,,,117.63,Copper 110,5,,CU-110-SH-118x89x1478,,,MetalWarehouse Co,Hard,1.478,55808.63,inches,,5002.68,88.96
,520,Tube Round,,"Alloy Steel 8620 Round Tube, 5.161"" OD x 0.705"" wall x 103.4"" length",,,8620,Annealed,,,,103.4,Alloy Steel 8620,5,5.161,AS-8620-TR-OD5161x0705x103,,,MetalMart Industries,,,869.95,inches,0.705,289.19,
,885,Plate,,"Carbon Steel 8620 Plate, 40.62"" x 116.34"" x 10.213"" thick",,Zinc Plated,8620,,,,,40.62,Carbon Steel 8620,1,,CS-8620-PL-41x116x10213,,,AlumTech Solutions,,10.213,21441.29,inches,,13677.26,116.34
,992,Bar Rectangular,,"Brass C464 Rectangular Bar, 3.205"" x 2.697"" x 79.3"" length",,,C464,,2.697,,,79.3,Brass C464,100,,BR-C464-BX-3205x2697x79,,,AlloyMasters Corp,H01,,1914.69,inches,,210.33,3.205
,104,Channel,,Brass C464 Channel,,,C464,,,,,,Brass C464,50,,BR-C464-CH-951,,,SteelSolutions Pro,H04,,32.31,inches,,3.07,
0.632,452,Bar Hex,Cold Worked,"Nickel Alloy Inconel 718 Hexagonal Bar, 0.632"" across flats x 93.9"" length",,,Inconel 718,,,,,93.9,Nickel Alloy Inconel 718,5,,NI-Inconel 718-BH-HEX0632x94,,,AlumTech Solutions,,,3039.83,inches,,29.55,
,533,Sheet,,"Copper 145 Sheet, 129.82"" x 74.7"" x 1.005"" thick",,,145,,,,,129.82,Copper 145,1,,CU-145-SH-130x75x1005,,,SteelTech Solutions,Hard,1.005,35408.38,inches,,3152.42,74.7
,712,Foil,,"Copper 101 Foil, 28.7"" wide x 0.0006"" thick x 607.0 feet",,,101,,,,,607.0,Copper 101,5,,CU-101-FL-538,,,MetalDistributors LLC,Spring,0.0006,2329.28,feet,,40.57,28.7
,182,Angle,As Cast,"Bronze C630 Angle, 4.439"" x 2.876"" x 0.992"" thick",,,C630,,,4.439,2.876,147.9,Bronze C630,1,,BZ-C630-AN-369,,,MetalWarehouse Co,,0.992,4357.19,inches,,294.71,
,145,Sheet,,"Brass C240 Sheet, 16.24"" x 75.66"" x 0.976"" thick",,,C240,,,,,16.24,Brass C240,100,,BR-C240-SH-16x76x0976,,,SteelTech Solutions,O60,0.976,2578.95,inches,,367.98,75.66
,134,Foil,,"Stainless Steel 420 Foil, 29.8"" wide x 0.006"" thick x 7477.0 feet",,No. 8,420,,,,,7477.0,Stainless Steel 420,10,,SS-420-FL-397,,,MetalSource Pro,,0.006,89166.36,feet,,4633.12,29.8
,129,Channel,,Stainless Steel 316 Channel,,No. 8,316,,,,,,Stainless Steel 316,25,,SS-316-CH-987,,,PrecisionMetal Co,,,18.69,inches,,2.89,
,818,Beam I,Aged,Titanium Grade 9 Beam I,,,Grade 9,,,,,,Titanium Grade 9,5,,TI-Grade 9-BM-643,,,SteelSolutions Pro,,,103.87,inches,,1.62,
1.715,31,Bar Hex,Annealed,"Titanium Grade 2 Hexagonal Bar, 1.715"" across flats x 53.5"" length",,,Grade 2,,,,,53.5,Titanium Grade 2,25,,TI-Grade 2-BH-HEX1715x54,,,PrecisionMetal Co,,,5149.72,inches,,66.41,
,761,Tube Round,,"Alloy Steel A572 Round Tube, 2.081"" OD x 0.221"" wall x 34.9"" length",,,A572,Stress Relieved,,,,34.9,Alloy Steel A572,1,2.081,AS-A572-TR-OD2081x0221x35,,,BrassWorks LLC,,,44.45,inches,0.221,12.77,
,39,Bar Round,,"Brass C260 Round Bar, 7.853"" diameter x 221.7"" length",7.853,,C260,,,,,221.7,Brass C260,25,,BR-C260-BR-D7853x222,,,MetalSource Pro,O60,,27016.03,inches,,3294.98,
,483,Angle,Hardened,"Tool Steel W1 Angle, 5.425"" x 5.414"" x 0.408"" thick",,,W1,,,5.425,5.414,42.3,Tool Steel W1,1,,TS-W1-AN-417,,,MetalDistributors LLC,,0.408,1418.7,inches,,50.69,
,487,Bar Square,Work Hardened,"Bronze C932 Square Bar, 0.437"" x 42.1"" length",,,C932,,,,,42.1,Bronze C932,10,,BZ-C932-BS-0437x42,0.437,,SteelMasters Ltd,,,33.46,inches,,2.55,
,100,Bar Round,,"Copper 194 Round Bar, 0.625"" diameter x 188.9"" length",0.625,,194,,,,,188.9,Copper 194,1,,CU-194-BR-D0625x189,,,MetalWarehouse Co,Hard,,243.64,inches,,18.75,
